sidoname,cityname,pm10value,pm25value,datetime
전남,완도군,33,8,2022-02-24T11:00:00.000Z
전남,장성군,41,23,2022-02-24T11:00:00.000Z
전남,장흥군,29,15,2022-02-24T11:00:00.000Z
전남,진도군,30,12,2022-02-24T11:00:00.000Z
전남,함평군,null,null,2022-02-24T11:00:00.000Z
전남,해남군,34,15,2022-02-24T11:00:00.000Z
전남,화순군,32,13,2022-02-24T11:00:00.000Z
전남,강진군,23,16,2022-02-24T11:00:00.000Z
전남,고흥군,20,17,2022-02-24T11:00:00.000Z
전남,곡성군,32,null,2022-02-24T11:00:00.000Z
전남,광양시,27,16,2022-02-24T11:00:00.000Z
전남,구례군,37,11,2022-02-24T11:00:00.000Z
전남,나주시,29,21,2022-02-24T11:00:00.000Z
전남,담양군,26,8,2022-02-24T11:00:00.000Z
전남,목포시,28,9,2022-02-24T11:00:00.000Z
전남,강진군,11,4,2022-02-23T23:00:00.000Z
전남,고흥군,13,5,2022-02-23T23:00:00.000Z
전남,곡성군,18,null,2022-02-23T23:00:00.000Z
전남,광양시,17,8,2022-02-23T23:00:00.000Z
전남,구례군,21,6,2022-02-23T23:00:00.000Z
전남,나주시,12,3,2022-02-23T23:00:00.000Z
전남,담양군,15,2,2022-02-23T23:00:00.000Z
전남,목포시,17,6,2022-02-23T23:00:00.000Z
전남,무안군,39,16,2022-02-26T15:00:00.000Z
전남,보성군,44,31,2022-02-26T15:00:00.000Z
전남,순천시,43,25,2022-02-26T15:00:00.000Z
전남,신안군,27,10,2022-02-26T15:00:00.000Z
전남,여수시,44,29,2022-02-26T15:00:00.000Z
전남,영광군,43,20,2022-02-26T15:00:00.000Z
전남,영암군,47,23,2022-02-26T15:00:00.000Z
전남,완도군,43,16,2022-02-26T15:00:00.000Z
전남,장성군,52,21,2022-02-26T15:00:00.000Z
전남,장흥군,52,20,2022-02-26T15:00:00.000Z
전남,진도군,36,14,2022-02-26T15:00:00.000Z
전남,함평군,33,16,2022-02-26T15:00:00.000Z
전남,해남군,47,22,2022-02-26T15:00:00.000Z
전남,화순군,37,26,2022-02-26T15:00:00.000Z
전남,무안군,21,7,2022-02-23T23:00:00.000Z
전남,보성군,18,6,2022-02-23T23:00:00.000Z
전남,순천시,16,9,2022-02-23T23:00:00.000Z
전남,신안군,16,2,2022-02-23T23:00:00.000Z
전남,여수시,19,10,2022-02-23T23:00:00.000Z
전남,영광군,17,10,2022-02-23T23:00:00.000Z
전남,영암군,18,12,2022-02-23T23:00:00.000Z
전남,완도군,5,null,2022-02-23T23:00:00.000Z
전남,장성군,9,7,2022-02-23T23:00:00.000Z
전남,장흥군,8,3,2022-02-23T23:00:00.000Z
전남,진도군,19,8,2022-02-23T23:00:00.000Z
전남,함평군,14,4,2022-02-23T23:00:00.000Z
전남,해남군,13,7,2022-02-23T23:00:00.000Z
전남,화순군,17,10,2022-02-23T23:00:00.000Z
전남,강진군,33,19,2022-02-26T17:00:00.000Z
전남,고흥군,53,19,2022-02-26T17:00:00.000Z
전남,곡성군,47,null,2022-02-26T17:00:00.000Z
전남,광양시,42,22,2022-02-26T17:00:00.000Z
전남,구례군,35,14,2022-02-26T17:00:00.000Z
전남,나주시,40,21,2022-02-26T17:00:00.000Z
전남,담양군,46,12,2022-02-26T17:00:00.000Z
전남,목포시,43,17,2022-02-26T17:00:00.000Z
전남,무안군,38,19,2022-02-26T17:00:00.000Z
전남,보성군,39,19,2022-02-26T17:00:00.000Z
전남,순천시,36,18,2022-02-26T17:00:00.000Z
전남,신안군,28,17,2022-02-26T17:00:00.000Z
전남,여수시,33,17,2022-02-26T17:00:00.000Z
전남,영광군,41,26,2022-02-26T17:00:00.000Z
전남,영암군,48,22,2022-02-26T17:00:00.000Z
전남,완도군,34,19,2022-02-26T17:00:00.000Z
전남,장성군,49,22,2022-02-26T17:00:00.000Z
전남,장흥군,44,16,2022-02-26T17:00:00.000Z
전남,진도군,41,22,2022-02-26T17:00:00.000Z
전남,함평군,41,24,2022-02-26T17:00:00.000Z
전남,해남군,44,22,2022-02-26T17:00:00.000Z
전남,화순군,32,15,2022-02-26T17:00:00.000Z
전남,무안군,41,25,2022-02-25T12:00:00.000Z
전남,보성군,51,37,2022-02-25T12:00:00.000Z
전남,순천시,35,19,2022-02-25T12:00:00.000Z
전남,신안군,40,22,2022-02-25T12:00:00.000Z
전남,여수시,42,30,2022-02-25T12:00:00.000Z
전남,영광군,48,34,2022-02-25T12:00:00.000Z
전남,영암군,71,43,2022-02-25T12:00:00.000Z
전남,완도군,50,23,2022-02-25T12:00:00.000Z
전남,장성군,45,29,2022-02-25T12:00:00.000Z
전남,장흥군,43,22,2022-02-25T12:00:00.000Z
전남,진도군,null,null,2022-02-25T12:00:00.000Z
전남,함평군,53,40,2022-02-25T12:00:00.000Z
전남,해남군,null,null,2022-02-25T12:00:00.000Z
전남,화순군,42,5,2022-02-25T12:00:00.000Z
전남,강진군,28,19,2022-02-25T12:00:00.000Z
전남,고흥군,43,32,2022-02-25T12:00:00.000Z
전남,곡성군,65,null,2022-02-25T12:00:00.000Z
전남,광양시,47,24,2022-02-25T12:00:00.000Z
전남,구례군,65,22,2022-02-25T12:00:00.000Z
전남,나주시,35,26,2022-02-25T12:00:00.000Z
전남,담양군,45,27,2022-02-25T12:00:00.000Z
전남,목포시,44,25,2022-02-25T12:00:00.000Z
전남,강진군,36,20,2022-02-26T15:00:00.000Z
전남,고흥군,49,22,2022-02-26T15:00:00.000Z
전남,곡성군,43,null,2022-02-26T15:00:00.000Z
전남,광양시,47,28,2022-02-26T15:00:00.000Z
전남,구례군,55,23,2022-02-26T15:00:00.000Z
전남,나주시,50,24,2022-02-26T15:00:00.000Z
전남,담양군,62,33,2022-02-26T15:00:00.000Z
전남,목포시,50,14,2022-02-26T15:00:00.000Z
경남,거제시,24,12,2022-02-23T23:00:00.000Z
경남,거창군,13,6,2022-02-23T23:00:00.000Z
경남,고성군,22,12,2022-02-23T23:00:00.000Z
경남,김해시,26,14,2022-02-23T23:00:00.000Z
경남,남해군,19,12,2022-02-23T23:00:00.000Z
경남,밀양시,26,16,2022-02-23T23:00:00.000Z
경남,사천시,24,13,2022-02-23T23:00:00.000Z
경남,산청군,14,6,2022-02-23T23:00:00.000Z
경남,양산시,24,19,2022-02-23T23:00:00.000Z
경남,의령군,14,4,2022-02-23T23:00:00.000Z
경남,진주시,16,9,2022-02-23T23:00:00.000Z
경남,창녕군,23,15,2022-02-23T23:00:00.000Z
경남,창원시,20,12,2022-02-23T23:00:00.000Z
경남,통영시,17,16,2022-02-23T23:00:00.000Z
경남,하동군,17,10,2022-02-23T23:00:00.000Z
경남,함안군,29,19,2022-02-23T23:00:00.000Z
경남,함양군,13,9,2022-02-23T23:00:00.000Z
경남,합천군,10,8,2022-02-23T23:00:00.000Z
경남,거제시,47,33,2022-02-26T15:00:00.000Z
경남,거창군,37,16,2022-02-26T15:00:00.000Z
경남,고성군,51,35,2022-02-26T15:00:00.000Z
경남,김해시,60,35,2022-02-26T15:00:00.000Z
경남,남해군,58,27,2022-02-26T15:00:00.000Z
경남,밀양시,56,34,2022-02-26T15:00:00.000Z
경남,사천시,51,31,2022-02-26T15:00:00.000Z
경남,산청군,50,27,2022-02-26T15:00:00.000Z
경남,양산시,66,43,2022-02-26T15:00:00.000Z
경남,의령군,49,24,2022-02-26T15:00:00.000Z
경남,진주시,57,32,2022-02-26T15:00:00.000Z
경남,창녕군,57,36,2022-02-26T15:00:00.000Z
경남,창원시,52,29,2022-02-26T15:00:00.000Z
경남,통영시,59,33,2022-02-26T15:00:00.000Z
경남,하동군,53,27,2022-02-26T15:00:00.000Z
경남,함안군,47,31,2022-02-26T15:00:00.000Z
경남,함양군,44,19,2022-02-26T15:00:00.000Z
경남,합천군,38,22,2022-02-26T15:00:00.000Z
경남,거제시,41,29,2022-02-26T17:00:00.000Z
경남,거창군,36,19,2022-02-26T17:00:00.000Z
경남,고성군,47,26,2022-02-26T17:00:00.000Z
경남,김해시,55,30,2022-02-26T17:00:00.000Z
경남,남해군,37,22,2022-02-26T17:00:00.000Z
경남,밀양시,58,31,2022-02-26T17:00:00.000Z
경남,사천시,37,22,2022-02-26T17:00:00.000Z
경남,산청군,37,25,2022-02-26T17:00:00.000Z
경남,양산시,54,29,2022-02-26T17:00:00.000Z
경남,의령군,42,22,2022-02-26T17:00:00.000Z
경남,진주시,49,27,2022-02-26T17:00:00.000Z
경남,창녕군,51,29,2022-02-26T17:00:00.000Z
경남,창원시,48,27,2022-02-26T17:00:00.000Z
경남,통영시,48,26,2022-02-26T17:00:00.000Z
경남,하동군,44,25,2022-02-26T17:00:00.000Z
경남,함안군,40,26,2022-02-26T17:00:00.000Z
경남,함양군,39,18,2022-02-26T17:00:00.000Z
경남,합천군,32,21,2022-02-26T17:00:00.000Z
경남,거제시,40,32,2022-02-25T12:00:00.000Z
경남,거창군,40,25,2022-02-25T12:00:00.000Z
경남,고성군,35,20,2022-02-25T12:00:00.000Z
경남,김해시,46,25,2022-02-25T12:00:00.000Z
경남,남해군,55,31,2022-02-25T12:00:00.000Z
경남,밀양시,46,29,2022-02-25T12:00:00.000Z
경남,사천시,36,22,2022-02-25T12:00:00.000Z
경남,산청군,39,27,2022-02-25T12:00:00.000Z
경남,양산시,42,27,2022-02-25T12:00:00.000Z
경남,의령군,37,33,2022-02-25T12:00:00.000Z
경남,진주시,36,23,2022-02-25T12:00:00.000Z
경남,창녕군,38,27,2022-02-25T12:00:00.000Z
경남,창원시,39,24,2022-02-25T12:00:00.000Z
경남,통영시,33,23,2022-02-25T12:00:00.000Z
경남,하동군,37,23,2022-02-25T12:00:00.000Z
경남,함안군,36,27,2022-02-25T12:00:00.000Z
경남,함양군,47,33,2022-02-25T12:00:00.000Z
경남,합천군,40,27,2022-02-25T12:00:00.000Z
경남,거제시,20,11,2022-02-24T11:00:00.000Z
경남,거창군,null,null,2022-02-24T11:00:00.000Z
경남,고성군,20,12,2022-02-24T11:00:00.000Z
경남,김해시,26,13,2022-02-24T11:00:00.000Z
경남,남해군,19,10,2022-02-24T11:00:00.000Z
경남,밀양시,18,12,2022-02-24T11:00:00.000Z
경남,사천시,27,17,2022-02-24T11:00:00.000Z
경남,산청군,24,12,2022-02-24T11:00:00.000Z
경남,양산시,17,13,2022-02-24T11:00:00.000Z
경남,의령군,26,23,2022-02-24T11:00:00.000Z
경남,진주시,24,15,2022-02-24T11:00:00.000Z
경남,창녕군,18,8,2022-02-24T11:00:00.000Z
경남,창원시,22,13,2022-02-24T11:00:00.000Z
경남,통영시,25,14,2022-02-24T11:00:00.000Z
경남,하동군,21,13,2022-02-24T11:00:00.000Z
경남,함안군,21,10,2022-02-24T11:00:00.000Z
경남,함양군,23,12,2022-02-24T11:00:00.000Z
경남,합천군,22,15,2022-02-24T11:00:00.000Z
부산,강서구,49,32,2022-02-25T12:00:00.000Z
부산,금정구,47,28,2022-02-25T12:00:00.000Z
부산,기장군,40,33,2022-02-25T12:00:00.000Z
부산,남구,50,29,2022-02-25T12:00:00.000Z
부산,동구,60,34,2022-02-25T12:00:00.000Z
부산,동래구,44,32,2022-02-25T12:00:00.000Z
부산,부산진구,64,37,2022-02-25T12:00:00.000Z
부산,북구,54,31,2022-02-25T12:00:00.000Z
부산,사상구,62,40,2022-02-25T12:00:00.000Z
부산,사하구,68,38,2022-02-25T12:00:00.000Z
부산,서구,53,37,2022-02-25T12:00:00.000Z
부산,수영구,null,null,2022-02-25T12:00:00.000Z
부산,연제구,42,32,2022-02-25T12:00:00.000Z
부산,영도구,48,30,2022-02-25T12:00:00.000Z
부산,중구,47,36,2022-02-25T12:00:00.000Z
부산,해운대구,52,32,2022-02-25T12:00:00.000Z
부산,강서구,27,17,2022-02-24T11:00:00.000Z
부산,금정구,21,10,2022-02-24T11:00:00.000Z
부산,기장군,22,12,2022-02-24T11:00:00.000Z
부산,남구,22,11,2022-02-24T11:00:00.000Z
부산,동구,30,15,2022-02-24T11:00:00.000Z
부산,동래구,18,14,2022-02-24T11:00:00.000Z
부산,부산진구,34,20,2022-02-24T11:00:00.000Z
부산,북구,26,14,2022-02-24T11:00:00.000Z
부산,사상구,34,19,2022-02-24T11:00:00.000Z
부산,사하구,43,17,2022-02-24T11:00:00.000Z
부산,서구,29,16,2022-02-24T11:00:00.000Z
부산,수영구,21,12,2022-02-24T11:00:00.000Z
부산,연제구,24,15,2022-02-24T11:00:00.000Z
부산,영도구,26,11,2022-02-24T11:00:00.000Z
부산,중구,21,12,2022-02-24T11:00:00.000Z
부산,해운대구,19,13,2022-02-24T11:00:00.000Z
부산,강서구,19,16,2022-02-23T23:00:00.000Z
부산,금정구,19,13,2022-02-23T23:00:00.000Z
부산,기장군,26,17,2022-02-23T23:00:00.000Z
부산,남구,19,12,2022-02-23T23:00:00.000Z
부산,동구,20,16,2022-02-23T23:00:00.000Z
부산,동래구,26,15,2022-02-23T23:00:00.000Z
부산,부산진구,26,18,2022-02-23T23:00:00.000Z
부산,북구,27,15,2022-02-23T23:00:00.000Z
부산,사상구,30,22,2022-02-23T23:00:00.000Z
부산,사하구,28,19,2022-02-23T23:00:00.000Z
부산,서구,null,14,2022-02-23T23:00:00.000Z
부산,수영구,23,13,2022-02-23T23:00:00.000Z
부산,연제구,14,12,2022-02-23T23:00:00.000Z
부산,영도구,19,12,2022-02-23T23:00:00.000Z
부산,중구,25,13,2022-02-23T23:00:00.000Z
부산,해운대구,18,16,2022-02-23T23:00:00.000Z
부산,강서구,60,42,2022-02-26T15:00:00.000Z
부산,금정구,73,48,2022-02-26T15:00:00.000Z
부산,기장군,73,51,2022-02-26T15:00:00.000Z
부산,남구,72,43,2022-02-26T15:00:00.000Z
부산,동구,81,40,2022-02-26T15:00:00.000Z
부산,동래구,67,54,2022-02-26T15:00:00.000Z
부산,부산진구,82,47,2022-02-26T15:00:00.000Z
부산,북구,78,44,2022-02-26T15:00:00.000Z
부산,사상구,66,48,2022-02-26T15:00:00.000Z
부산,사하구,65,47,2022-02-26T15:00:00.000Z
부산,서구,76,48,2022-02-26T15:00:00.000Z
부산,수영구,74,44,2022-02-26T15:00:00.000Z
부산,연제구,71,46,2022-02-26T15:00:00.000Z
부산,영도구,61,39,2022-02-26T15:00:00.000Z
부산,중구,63,47,2022-02-26T15:00:00.000Z
부산,해운대구,77,50,2022-02-26T15:00:00.000Z
부산,강서구,49,31,2022-02-26T17:00:00.000Z
부산,금정구,51,31,2022-02-26T17:00:00.000Z
부산,기장군,56,31,2022-02-26T17:00:00.000Z
부산,남구,54,28,2022-02-26T17:00:00.000Z
부산,동구,60,30,2022-02-26T17:00:00.000Z
부산,동래구,46,33,2022-02-26T17:00:00.000Z
부산,부산진구,60,29,2022-02-26T17:00:00.000Z
부산,북구,67,29,2022-02-26T17:00:00.000Z
부산,사상구,70,30,2022-02-26T17:00:00.000Z
부산,사하구,55,34,2022-02-26T17:00:00.000Z
부산,서구,63,30,2022-02-26T17:00:00.000Z
부산,수영구,66,28,2022-02-26T17:00:00.000Z
부산,연제구,46,28,2022-02-26T17:00:00.000Z
부산,영도구,48,25,2022-02-26T17:00:00.000Z
부산,중구,49,28,2022-02-26T17:00:00.000Z
부산,해운대구,57,30,2022-02-26T17:00:00.000Z
충남,공주시,57,38,2022-02-25T12:00:00.000Z
충남,금산군,56,33,2022-02-25T12:00:00.000Z
충남,논산시,78,48,2022-02-25T12:00:00.000Z
충남,당진시,65,44,2022-02-25T12:00:00.000Z
충남,보령시,66,37,2022-02-25T12:00:00.000Z
충남,부여군,36,32,2022-02-25T12:00:00.000Z
충남,서산시,62,43,2022-02-25T12:00:00.000Z
충남,서천군,59,40,2022-02-25T12:00:00.000Z
충남,아산시,76,45,2022-02-25T12:00:00.000Z
충남,예산군,57,42,2022-02-25T12:00:00.000Z
충남,천안시,62,50,2022-02-25T12:00:00.000Z
충남,청양군,60,39,2022-02-25T12:00:00.000Z
충남,태안군,62,39,2022-02-25T12:00:00.000Z
충남,홍성군,59,38,2022-02-25T12:00:00.000Z
충남,계룡시,63,45,2022-02-25T12:00:00.000Z
충남,공주시,23,14,2022-02-23T23:00:00.000Z
충남,금산군,23,15,2022-02-23T23:00:00.000Z
충남,논산시,22,14,2022-02-23T23:00:00.000Z
충남,당진시,57,14,2022-02-23T23:00:00.000Z
충남,보령시,19,9,2022-02-23T23:00:00.000Z
충남,부여군,null,null,2022-02-23T23:00:00.000Z
충남,서산시,26,10,2022-02-23T23:00:00.000Z
충남,서천군,19,8,2022-02-23T23:00:00.000Z
충남,아산시,27,11,2022-02-23T23:00:00.000Z
충남,예산군,24,13,2022-02-23T23:00:00.000Z
충남,천안시,26,10,2022-02-23T23:00:00.000Z
충남,청양군,27,20,2022-02-23T23:00:00.000Z
충남,태안군,25,11,2022-02-23T23:00:00.000Z
충남,홍성군,22,13,2022-02-23T23:00:00.000Z
충남,계룡시,26,17,2022-02-23T23:00:00.000Z
충남,공주시,35,22,2022-02-24T11:00:00.000Z
충남,금산군,39,30,2022-02-24T11:00:00.000Z
충남,논산시,36,19,2022-02-24T11:00:00.000Z
충남,당진시,37,13,2022-02-24T11:00:00.000Z
충남,보령시,36,16,2022-02-24T11:00:00.000Z
충남,부여군,null,null,2022-02-24T11:00:00.000Z
충남,서산시,32,14,2022-02-24T11:00:00.000Z
충남,서천군,30,21,2022-02-24T11:00:00.000Z
충남,아산시,40,19,2022-02-24T11:00:00.000Z
충남,예산군,30,15,2022-02-24T11:00:00.000Z
충남,천안시,38,22,2022-02-24T11:00:00.000Z
충남,청양군,38,20,2022-02-24T11:00:00.000Z
충남,태안군,27,15,2022-02-24T11:00:00.000Z
충남,홍성군,26,14,2022-02-24T11:00:00.000Z
충남,계룡시,35,2,2022-02-24T11:00:00.000Z
충남,공주시,49,24,2022-02-26T17:00:00.000Z
충남,금산군,46,24,2022-02-26T17:00:00.000Z
충남,논산시,51,24,2022-02-26T17:00:00.000Z
충남,당진시,53,21,2022-02-26T17:00:00.000Z
충남,보령시,45,22,2022-02-26T17:00:00.000Z
충남,부여군,40,15,2022-02-26T17:00:00.000Z
충남,서산시,41,23,2022-02-26T17:00:00.000Z
충남,서천군,41,20,2022-02-26T17:00:00.000Z
충남,아산시,58,27,2022-02-26T17:00:00.000Z
충남,예산군,47,26,2022-02-26T17:00:00.000Z
충남,천안시,54,28,2022-02-26T17:00:00.000Z
충남,청양군,42,24,2022-02-26T17:00:00.000Z
충남,태안군,32,15,2022-02-26T17:00:00.000Z
충남,홍성군,47,27,2022-02-26T17:00:00.000Z
충남,계룡시,56,26,2022-02-26T17:00:00.000Z
충남,공주시,56,28,2022-02-26T15:00:00.000Z
충남,금산군,59,26,2022-02-26T15:00:00.000Z
충남,논산시,58,18,2022-02-26T15:00:00.000Z
충남,당진시,61,25,2022-02-26T15:00:00.000Z
충남,보령시,47,22,2022-02-26T15:00:00.000Z
충남,부여군,59,17,2022-02-26T15:00:00.000Z
충남,서산시,45,19,2022-02-26T15:00:00.000Z
충남,서천군,48,22,2022-02-26T15:00:00.000Z
충남,아산시,68,28,2022-02-26T15:00:00.000Z
충남,예산군,48,23,2022-02-26T15:00:00.000Z
충남,천안시,60,34,2022-02-26T15:00:00.000Z
충남,청양군,48,26,2022-02-26T15:00:00.000Z
충남,태안군,34,14,2022-02-26T15:00:00.000Z
충남,홍성군,44,27,2022-02-26T15:00:00.000Z
충남,계룡시,63,17,2022-02-26T15:00:00.000Z
전북,고창군,18,4,2022-02-23T23:00:00.000Z
전북,군산시,21,7,2022-02-23T23:00:00.000Z
전북,김제시,23,18,2022-02-23T23:00:00.000Z
전북,남원시,18,9,2022-02-23T23:00:00.000Z
전북,무주군,16,8,2022-02-23T23:00:00.000Z
전북,부안군,20,10,2022-02-23T23:00:00.000Z
전북,순창군,12,3,2022-02-23T23:00:00.000Z
전북,완주군,21,12,2022-02-23T23:00:00.000Z
전북,익산시,22,12,2022-02-23T23:00:00.000Z
전북,임실군,20,10,2022-02-23T23:00:00.000Z
전북,장수군,19,5,2022-02-23T23:00:00.000Z
전북,전주시,26,13,2022-02-23T23:00:00.000Z
전북,정읍시,17,10,2022-02-23T23:00:00.000Z
전북,진안군,10,9,2022-02-23T23:00:00.000Z
전북,고창군,43,16,2022-02-26T15:00:00.000Z
전북,군산시,56,20,2022-02-26T15:00:00.000Z
전북,김제시,54,23,2022-02-26T15:00:00.000Z
전북,남원시,49,29,2022-02-26T15:00:00.000Z
전북,무주군,41,23,2022-02-26T15:00:00.000Z
전북,부안군,45,27,2022-02-26T15:00:00.000Z
전북,순창군,55,27,2022-02-26T15:00:00.000Z
전북,완주군,64,28,2022-02-26T15:00:00.000Z
전북,익산시,62,20,2022-02-26T15:00:00.000Z
전북,임실군,41,22,2022-02-26T15:00:00.000Z
전북,장수군,49,31,2022-02-26T15:00:00.000Z
전북,전주시,48,26,2022-02-26T15:00:00.000Z
전북,정읍시,40,21,2022-02-26T15:00:00.000Z
전북,진안군,48,27,2022-02-26T15:00:00.000Z
전북,남원시,43,22,2022-02-26T17:00:00.000Z
전북,무주군,38,21,2022-02-26T17:00:00.000Z
전북,부안군,68,29,2022-02-26T17:00:00.000Z
전북,순창군,36,16,2022-02-26T17:00:00.000Z
전북,완주군,44,20,2022-02-26T17:00:00.000Z
전북,익산시,54,21,2022-02-26T17:00:00.000Z
전북,임실군,34,17,2022-02-26T17:00:00.000Z
전북,장수군,48,28,2022-02-26T17:00:00.000Z
전북,전주시,50,23,2022-02-26T17:00:00.000Z
전북,정읍시,37,20,2022-02-26T17:00:00.000Z
전북,진안군,46,28,2022-02-26T17:00:00.000Z
전북,고창군,44,28,2022-02-25T12:00:00.000Z
전북,군산시,52,37,2022-02-25T12:00:00.000Z
전북,김제시,51,38,2022-02-25T12:00:00.000Z
전북,남원시,52,38,2022-02-25T12:00:00.000Z
전북,무주군,44,35,2022-02-25T12:00:00.000Z
전북,부안군,55,35,2022-02-25T12:00:00.000Z
전북,순창군,43,22,2022-02-25T12:00:00.000Z
전북,완주군,53,39,2022-02-25T12:00:00.000Z
전북,익산시,60,40,2022-02-25T12:00:00.000Z
전북,임실군,57,32,2022-02-25T12:00:00.000Z
전북,장수군,51,37,2022-02-25T12:00:00.000Z
전북,전주시,59,38,2022-02-25T12:00:00.000Z
전북,정읍시,52,36,2022-02-25T12:00:00.000Z
전북,진안군,52,36,2022-02-25T12:00:00.000Z
전북,고창군,27,16,2022-02-24T11:00:00.000Z
전북,군산시,33,16,2022-02-24T11:00:00.000Z
전북,김제시,31,29,2022-02-24T11:00:00.000Z
전북,남원시,26,16,2022-02-24T11:00:00.000Z
전북,무주군,17,11,2022-02-24T11:00:00.000Z
전북,부안군,33,20,2022-02-24T11:00:00.000Z
전북,순창군,24,9,2022-02-24T11:00:00.000Z
전북,완주군,34,14,2022-02-24T11:00:00.000Z
전북,익산시,36,18,2022-02-24T11:00:00.000Z
전북,임실군,28,14,2022-02-24T11:00:00.000Z
전북,장수군,25,13,2022-02-24T11:00:00.000Z
전북,전주시,36,21,2022-02-24T11:00:00.000Z
전북,정읍시,33,22,2022-02-24T11:00:00.000Z
전북,진안군,19,14,2022-02-24T11:00:00.000Z
전북,고창군,37,18,2022-02-26T17:00:00.000Z
전북,군산시,53,21,2022-02-26T17:00:00.000Z
전북,김제시,46,27,2022-02-26T17:00:00.000Z
충북,괴산군,32,21,2022-02-23T23:00:00.000Z
충북,단양군,27,17,2022-02-23T23:00:00.000Z
충북,보은군,21,13,2022-02-23T23:00:00.000Z
충북,영동군,28,12,2022-02-23T23:00:00.000Z
충북,옥천군,26,11,2022-02-23T23:00:00.000Z
충북,음성군,37,19,2022-02-23T23:00:00.000Z
충북,제천시,32,15,2022-02-23T23:00:00.000Z
충북,진천군,23,10,2022-02-23T23:00:00.000Z
충북,청주시,28,16,2022-02-23T23:00:00.000Z
충북,충주시,32,17,2022-02-23T23:00:00.000Z
충북,증평군,25,19,2022-02-23T23:00:00.000Z
충북,괴산군,60,37,2022-02-26T17:00:00.000Z
충북,단양군,49,36,2022-02-26T17:00:00.000Z
충북,보은군,55,22,2022-02-26T17:00:00.000Z
충북,영동군,47,21,2022-02-26T17:00:00.000Z
충북,옥천군,56,22,2022-02-26T17:00:00.000Z
충북,음성군,82,40,2022-02-26T17:00:00.000Z
충북,제천시,71,39,2022-02-26T17:00:00.000Z
충북,진천군,63,33,2022-02-26T17:00:00.000Z
충북,청주시,61,25,2022-02-26T17:00:00.000Z
충북,충주시,70,35,2022-02-26T17:00:00.000Z
충북,증평군,58,33,2022-02-26T17:00:00.000Z
충북,괴산군,46,37,2022-02-25T12:00:00.000Z
충북,단양군,80,48,2022-02-25T12:00:00.000Z
충북,보은군,43,34,2022-02-25T12:00:00.000Z
충북,영동군,53,32,2022-02-25T12:00:00.000Z
충북,옥천군,66,39,2022-02-25T12:00:00.000Z
충북,음성군,53,37,2022-02-25T12:00:00.000Z
충북,제천시,80,38,2022-02-25T12:00:00.000Z
충북,진천군,58,42,2022-02-25T12:00:00.000Z
충북,청주시,62,39,2022-02-25T12:00:00.000Z
충북,충주시,55,41,2022-02-25T12:00:00.000Z
충북,증평군,63,39,2022-02-25T12:00:00.000Z
충북,괴산군,62,43,2022-02-26T15:00:00.000Z
충북,단양군,54,41,2022-02-26T15:00:00.000Z
충북,보은군,64,35,2022-02-26T15:00:00.000Z
충북,영동군,56,23,2022-02-26T15:00:00.000Z
충북,옥천군,63,27,2022-02-26T15:00:00.000Z
충북,음성군,67,40,2022-02-26T15:00:00.000Z
충북,제천시,74,42,2022-02-26T15:00:00.000Z
충북,진천군,68,40,2022-02-26T15:00:00.000Z
충북,청주시,71,36,2022-02-26T15:00:00.000Z
충북,충주시,62,38,2022-02-26T15:00:00.000Z
충북,증평군,66,34,2022-02-26T15:00:00.000Z
충북,괴산군,32,23,2022-02-24T11:00:00.000Z
충북,단양군,47,20,2022-02-24T11:00:00.000Z
충북,보은군,25,16,2022-02-24T11:00:00.000Z
충북,영동군,21,12,2022-02-24T11:00:00.000Z
충북,옥천군,39,15,2022-02-24T11:00:00.000Z
충북,음성군,39,21,2022-02-24T11:00:00.000Z
충북,제천시,45,17,2022-02-24T11:00:00.000Z
충북,진천군,32,22,2022-02-24T11:00:00.000Z
충북,청주시,40,21,2022-02-24T11:00:00.000Z
충북,충주시,38,21,2022-02-24T11:00:00.000Z
충북,증평군,35,23,2022-02-24T11:00:00.000Z
인천,강화군,36,16,2022-02-26T15:00:00.000Z
인천,계양구,48,22,2022-02-26T15:00:00.000Z
인천,미추홀구,44,23,2022-02-26T15:00:00.000Z
인천,남동구,39,22,2022-02-26T15:00:00.000Z
인천,동구,44,19,2022-02-26T15:00:00.000Z
인천,부평구,44,21,2022-02-26T15:00:00.000Z
인천,서구,47,21,2022-02-26T15:00:00.000Z
인천,연수구,44,22,2022-02-26T15:00:00.000Z
인천,강화군,39,24,2022-02-24T11:00:00.000Z
인천,계양구,26,14,2022-02-24T11:00:00.000Z
인천,미추홀구,56,30,2022-02-24T11:00:00.000Z
인천,남동구,43,30,2022-02-24T11:00:00.000Z
인천,동구,null,null,2022-02-24T11:00:00.000Z
인천,부평구,41,23,2022-02-24T11:00:00.000Z
인천,서구,36,18,2022-02-24T11:00:00.000Z
인천,연수구,37,20,2022-02-24T11:00:00.000Z
인천,옹진군,25,15,2022-02-24T11:00:00.000Z
인천,중구,32,15,2022-02-24T11:00:00.000Z
인천,강화군,38,15,2022-02-26T17:00:00.000Z
인천,계양구,47,20,2022-02-26T17:00:00.000Z
인천,미추홀구,40,18,2022-02-26T17:00:00.000Z
인천,남동구,37,20,2022-02-26T17:00:00.000Z
인천,동구,44,19,2022-02-26T17:00:00.000Z
인천,부평구,41,21,2022-02-26T17:00:00.000Z
